order_id,timestamp,restaurant_id,customer_id,order_type,items,total_amount,payment_method,order_status,created_at
ORD-20250922-957293,2025-09-22T18:02:39.407466,REST-DXB-002,CUST-10196,takeaway,"[{""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 7.7, ""subtotal"": 15.4}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 38.72, ""subtotal"": 116.16}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 14.65, ""subtotal"": 43.95}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 12.49, ""subtotal"": 37.47}]",212.98,cash,delivered,2025-09-22T18:02:39.407466
ORD-20250922-233714,2025-09-22T18:28:07.407466,REST-AUH-002,CUST-10300,takeaway,"[{""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 15.06, ""subtotal"": 15.06}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 17.72, ""subtotal"": 53.16}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 11.9, ""subtotal"": 11.9}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 51.9, ""subtotal"": 155.7}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 9.39, ""subtotal"": 18.78}]",254.6,cash,delivered,2025-09-22T18:28:07.407466
ORD-20250922-530855,2025-09-22T18:55:11.407466,REST-AUH-002,CUST-10151,takeaway,"[{""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 43.8, ""subtotal"": 131.4}]",131.4,wallet,completed,2025-09-22T18:55:11.407466
ORD-20250922-198000,2025-09-22T19:09:07.407466,REST-AUH-002,CUST-10097,dine_in,"[{""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 38.51, ""subtotal"": 115.53}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 40.54, ""subtotal"": 40.54}]",156.07,wallet,delivered,2025-09-22T19:09:07.407466
ORD-20250922-627341,2025-09-22T19:21:55.407466,REST-AUH-002,CUST-10156,dine_in,"[{""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 22.84, ""subtotal"": 68.52}]",68.52,wallet,completed,2025-09-22T19:21:55.407466
ORD-20250922-545694,2025-09-22T19:43:01.407466,REST-AUH-001,CUST-10399,takeaway,"[{""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 20.41, ""subtotal"": 20.41}]",20.41,cash,completed,2025-09-22T19:43:01.407466
ORD-20250922-473762,2025-09-22T19:44:53.407466,REST-DXB-001,CUST-10361,dine_in,"[{""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 39.52, ""subtotal"": 118.56}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 14.86, ""subtotal"": 44.58}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 54.29, ""subtotal"": 162.87}]",326.01,wallet,completed,2025-09-22T19:44:53.407466
ORD-20250922-352489,2025-09-22T20:09:32.407466,REST-SHJ-001,CUST-10468,dine_in,"[{""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 8.29, ""subtotal"": 24.87}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 14.31, ""subtotal"": 14.31}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 15.71, ""subtotal"": 15.71}]",54.89,card,delivered,2025-09-22T20:09:32.407466
ORD-20250922-937200,2025-09-22T20:27:38.407466,REST-AUH-002,CUST-10081,takeaway,"[{""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 35.24, ""subtotal"": 35.24}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 18.27, ""subtotal"": 54.81}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 11.9, ""subtotal"": 35.7}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 22.84, ""subtotal"": 22.84}, {""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 20.58, ""subtotal"": 20.58}]",169.17,card,delivered,2025-09-22T20:27:38.407466
ORD-20250922-222738,2025-09-22T20:37:29.407466,REST-SHJ-001,CUST-10190,takeaway,"[{""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 43.75, ""subtotal"": 131.25}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 5.99, ""subtotal"": 17.97}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 17.78, ""subtotal"": 53.34}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 17.49, ""subtotal"": 34.98}]",237.54,card,completed,2025-09-22T20:37:29.407466
ORD-20250922-272484,2025-09-22T21:04:44.407466,REST-SHJ-001,CUST-10170,takeaway,"[{""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 38.0, ""subtotal"": 76.0}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 17.16, ""subtotal"": 17.16}]",93.16,wallet,completed,2025-09-22T21:04:44.407466
ORD-20250922-344218,2025-09-22T21:43:07.407466,REST-AUH-002,CUST-10055,takeaway,"[{""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 47.71, ""subtotal"": 143.13}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 7.82, ""subtotal"": 7.82}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 40.54, ""subtotal"": 121.62}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 38.51, ""subtotal"": 38.51}]",311.08,card,delivered,2025-09-22T21:43:07.407466
ORD-20250922-205082,2025-09-22T22:04:53.407466,REST-AUH-002,CUST-10412,takeaway,"[{""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 45.07, ""subtotal"": 90.14}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 7.82, ""subtotal"": 23.46}]",113.6,wallet,completed,2025-09-22T22:04:53.407466
ORD-20250922-627483,2025-09-22T22:36:04.407466,REST-SHJ-001,CUST-10449,dine_in,"[{""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 52.55, ""subtotal"": 157.65}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 21.93, ""subtotal"": 21.93}]",179.58,cash,delivered,2025-09-22T22:36:04.407466
ORD-20250923-620763,2025-09-23T10:52:45.407466,REST-AUH-002,CUST-10308,dine_in,"[{""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 36.8, ""subtotal"": 73.6}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 11.81, ""subtotal"": 11.81}]",85.41,wallet,delivered,2025-09-23T10:52:45.407466
ORD-20250923-827483,2025-09-23T11:06:21.407466,REST-AUH-002,CUST-10359,dine_in,"[{""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 47.71, ""subtotal"": 47.71}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 22.84, ""subtotal"": 22.84}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 15.18, ""subtotal"": 15.18}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 39.2, ""subtotal"": 117.6}]",203.33,cash,delivered,2025-09-23T11:06:21.407466
ORD-20250923-314873,2025-09-23T11:18:49.407466,REST-DXB-001,CUST-10336,takeaway,"[{""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 6.15, ""subtotal"": 12.3}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 9.82, ""subtotal"": 19.64}]",31.94,cash,completed,2025-09-23T11:18:49.407466
ORD-20250923-994755,2025-09-23T11:42:54.407466,REST-AUH-002,CUST-10123,takeaway,"[{""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 62.58, ""subtotal"": 187.74}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 9.39, ""subtotal"": 9.39}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 17.79, ""subtotal"": 35.58}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 35.24, ""subtotal"": 35.24}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 17.27, ""subtotal"": 17.27}]",285.22,card,delivered,2025-09-23T11:42:54.407466
ORD-20250923-857063,2025-09-23T12:22:05.407466,REST-SHJ-001,CUST-10101,delivery,"[{""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 18.64, ""subtotal"": 55.92}]",55.92,cash,delivered,2025-09-23T12:22:05.407466
ORD-20250923-378175,2025-09-23T12:37:30.407466,REST-AUH-001,CUST-10242,takeaway,"[{""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 53.4, ""subtotal"": 160.2}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 39.06, ""subtotal"": 39.06}]",199.26,card,delivered,2025-09-23T12:37:30.407466
ORD-20250923-900380,2025-09-23T12:37:55.407466,REST-DXB-001,CUST-10416,delivery,"[{""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 12.33, ""subtotal"": 24.66}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 39.52, ""subtotal"": 79.04}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 9.82, ""subtotal"": 9.82}]",113.52,wallet,completed,2025-09-23T12:37:55.407466
ORD-20250923-905813,2025-09-23T12:46:13.407466,REST-AUH-001,CUST-10057,takeaway,"[{""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 42.3, ""subtotal"": 126.9}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 46.46, ""subtotal"": 92.92}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 8.2, ""subtotal"": 24.6}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 21.98, ""subtotal"": 43.96}]",288.38,wallet,completed,2025-09-23T12:46:13.407466
ORD-20250923-380746,2025-09-23T12:55:36.407466,REST-AUH-002,CUST-10408,delivery,"[{""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 45.07, ""subtotal"": 45.07}]",45.07,card,completed,2025-09-23T12:55:36.407466
ORD-20250923-205568,2025-09-23T13:05:51.407466,REST-AUH-001,CUST-10074,takeaway,"[{""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 42.3, ""subtotal"": 42.3}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 8.2, ""subtotal"": 16.4}]",58.7,wallet,completed,2025-09-23T13:05:51.407466
ORD-20250923-493348,2025-09-23T13:25:22.407466,REST-AUH-001,CUST-10355,dine_in,"[{""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 17.46, ""subtotal"": 52.38}]",52.38,wallet,delivered,2025-09-23T13:25:22.407466
ORD-20250923-734602,2025-09-23T13:30:19.407466,REST-AUH-002,CUST-10461,takeaway,"[{""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 5.86, ""subtotal"": 5.86}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 51.9, ""subtotal"": 103.8}, {""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 20.58, ""subtotal"": 61.74}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 9.61, ""subtotal"": 9.61}]",181.01,wallet,delivered,2025-09-23T13:30:19.407466
ORD-20250923-737098,2025-09-23T13:37:51.407466,REST-SHJ-001,CUST-10385,dine_in,"[{""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 52.55, ""subtotal"": 105.1}]",105.1,card,completed,2025-09-23T13:37:51.407466
ORD-20250923-125455,2025-09-23T13:44:09.407466,REST-AUH-001,CUST-10359,delivery,"[{""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 42.3, ""subtotal"": 42.3}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 17.89, ""subtotal"": 35.78}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 48.05, ""subtotal"": 48.05}]",126.13,card,delivered,2025-09-23T13:44:09.407466
ORD-20250923-118416,2025-09-23T13:59:34.407466,REST-AUH-001,CUST-10012,dine_in,"[{""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 35.21, ""subtotal"": 70.42}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 9.13, ""subtotal"": 18.26}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 52.54, ""subtotal"": 105.08}]",193.76,wallet,delivered,2025-09-23T13:59:34.407466
ORD-20250923-702470,2025-09-23T15:09:27.407466,REST-SHJ-001,CUST-10221,dine_in,"[{""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 43.75, ""subtotal"": 43.75}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 21.93, ""subtotal"": 21.93}]",65.68,card,delivered,2025-09-23T15:09:27.407466
ORD-20250923-363197,2025-09-23T15:11:15.407466,REST-DXB-001,CUST-10316,dine_in,"[{""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 41.3, ""subtotal"": 82.6}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 17.61, ""subtotal"": 52.83}]",135.43,card,delivered,2025-09-23T15:11:15.407466
ORD-20250923-543711,2025-09-23T15:20:17.407466,REST-AUH-002,CUST-10345,delivery,"[{""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 43.8, ""subtotal"": 43.8}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 9.39, ""subtotal"": 28.17}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 35.24, ""subtotal"": 35.24}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 17.72, ""subtotal"": 35.44}]",142.65,wallet,delivered,2025-09-23T15:20:17.407466
ORD-20250923-838856,2025-09-23T15:28:46.407466,REST-SHJ-001,CUST-10101,delivery,"[{""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 8.88, ""subtotal"": 26.64}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 22.78, ""subtotal"": 22.78}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 45.19, ""subtotal"": 90.38}]",139.8,wallet,delivered,2025-09-23T15:28:46.407466
ORD-20250923-431718,2025-09-23T16:15:58.407466,REST-DXB-001,CUST-10210,delivery,"[{""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 54.53, ""subtotal"": 109.06}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 40.95, ""subtotal"": 81.9}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 39.3, ""subtotal"": 117.9}]",308.86,cash,delivered,2025-09-23T16:15:58.407466
ORD-20250923-324318,2025-09-23T16:43:53.407466,REST-AUH-001,CUST-10403,takeaway,"[{""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 64.58, ""subtotal"": 193.74}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 9.91, ""subtotal"": 9.91}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 42.3, ""subtotal"": 84.6}]",288.25,cash,completed,2025-09-23T16:43:53.407466
ORD-20250923-419368,2025-09-23T17:40:05.407466,REST-AUH-002,CUST-10372,dine_in,"[{""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 18.27, ""subtotal"": 18.27}]",18.27,card,delivered,2025-09-23T17:40:05.407466
ORD-20250923-568549,2025-09-23T18:21:23.407466,REST-DXB-002,CUST-10218,delivery,"[{""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 45.96, ""subtotal"": 137.88}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 7.7, ""subtotal"": 7.7}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 33.35, ""subtotal"": 100.05}]",245.63,wallet,delivered,2025-09-23T18:21:23.407466
ORD-20250923-985467,2025-09-23T18:40:54.407466,REST-DXB-002,CUST-10194,takeaway,"[{""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 42.54, ""subtotal"": 127.62}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 41.34, ""subtotal"": 124.02}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 50.78, ""subtotal"": 50.78}]",302.42,cash,completed,2025-09-23T18:40:54.407466
ORD-20250923-805885,2025-09-23T19:09:39.407466,REST-SHJ-001,CUST-10280,delivery,"[{""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 66.22, ""subtotal"": 132.44}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 22.78, ""subtotal"": 22.78}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 11.72, ""subtotal"": 35.16}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 11.66, ""subtotal"": 34.98}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 36.47, ""subtotal"": 72.94}]",298.3,card,delivered,2025-09-23T19:09:39.407466
ORD-20250923-154994,2025-09-23T19:10:41.407466,REST-SHJ-001,CUST-10302,delivery,"[{""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 22.78, ""subtotal"": 22.78}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 17.16, ""subtotal"": 17.16}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 17.49, ""subtotal"": 52.47}]",92.41,wallet,delivered,2025-09-23T19:10:41.407466
ORD-20250923-665102,2025-09-23T19:29:33.407466,REST-SHJ-001,CUST-10457,delivery,"[{""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 8.88, ""subtotal"": 8.88}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 18.64, ""subtotal"": 55.92}]",64.8,wallet,delivered,2025-09-23T19:29:33.407466
ORD-20250923-978525,2025-09-23T19:45:52.407466,REST-AUH-002,CUST-10408,dine_in,"[{""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 57.21, ""subtotal"": 57.21}]",57.21,wallet,completed,2025-09-23T19:45:52.407466
ORD-20250923-631538,2025-09-23T19:51:31.407466,REST-AUH-001,CUST-10328,dine_in,"[{""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 18.14, ""subtotal"": 54.42}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 11.72, ""subtotal"": 35.16}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 44.39, ""subtotal"": 88.78}]",178.36,wallet,completed,2025-09-23T19:51:31.407466
ORD-20250923-552137,2025-09-23T20:12:42.407466,REST-AUH-001,CUST-10241,takeaway,"[{""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 40.97, ""subtotal"": 122.91}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 6.13, ""subtotal"": 18.39}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 18.14, ""subtotal"": 36.28}]",177.58,card,completed,2025-09-23T20:12:42.407466
ORD-20250923-946479,2025-09-23T20:25:31.407466,REST-DXB-001,CUST-10142,dine_in,"[{""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 21.18, ""subtotal"": 21.18}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 17.61, ""subtotal"": 35.22}]",56.4,cash,completed,2025-09-23T20:25:31.407466
ORD-20250923-742271,2025-09-23T20:40:49.407466,REST-AUH-002,CUST-10094,takeaway,"[{""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 45.07, ""subtotal"": 45.07}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 43.8, ""subtotal"": 131.4}]",176.47,card,completed,2025-09-23T20:40:49.407466
